Iteration,Cost,Temperature,Sequence
0,17,1000,2 3 1
1,17,0,2 3 1
2,17,0,2 3 1
3,17,0,2 3 1
4,17,0,2 3 1
5,17,0,2 3 1
6,17,0,2 3 1
7,17,0,2 3 1
8,17,0,2 3 1
9,17,0,2 3 1
10,17,0,2 3 1
11,17,0,2 3 1
12,17,0,2 3 1
13,17,0,2 3 1
14,17,0,2 3 1
15,17,0,2 3 1
16,17,0,2 3 1
17,17,0,2 3 1
18,17,0,2 3 1
19,17,0,2 3 1
20,17,0,2 3 1
21,17,0,2 3 1
22,17,0,2 3 1
23,17,0,2 3 1
24,17,0,2 3 1
25,17,0,2 3 1
26,17,0,2 3 1
27,17,0,2 3 1
28,17,0,2 3 1
29,17,0,2 3 1
30,17,0,2 3 1
31,17,0,2 3 1
32,17,0,2 3 1
33,17,0,2 3 1
34,17,0,2 3 1
35,17,0,2 3 1
36,17,0,2 3 1
37,17,0,2 3 1
38,17,0,2 3 1
39,17,0,2 3 1
40,17,0,2 3 1
41,17,0,2 3 1
42,17,0,2 3 1
43,17,0,2 3 1
44,17,0,2 3 1
45,17,0,2 3 1
46,17,0,2 3 1
47,17,0,2 3 1
48,17,0,2 3 1
49,17,0,2 3 1
