Iteration,Cost,Temperature,Sequence
0,545,5000,1 4 20 2 7 23 10 14 16 12 19 3 8 22 24 13 18 9 15 17 21 11 5 6
1,547,4990,1 4 20 2 7 23 10 14 16 17 19 3 8 22 24 13 18 9 15 12 21 11 5 6
2,531,4980,1 4 20 2 7 23 10 14 16 17 19 3 18 22 24 13 8 9 15 12 21 11 5 6
3,545,4970,1 4 20 2 7 23 10 14 16 17 19 3 18 22 24 13 8 9 15 12 5 11 21 6
4,516,4960,1 4 20 2 7 23 10 14 6 17 19 3 18 22 24 13 8 9 15 12 5 11 21 16
5,512,4950,1 4 20 2 7 23 10 14 6 17 19 3 18 22 21 13 8 9 15 12 5 11 24 16
6,524,4940,1 11 20 2 7 23 10 14 6 17 19 3 18 22 21 13 8 9 15 12 5 4 24 16
7,534,4930,1 11 20 4 7 23 10 14 6 17 19 3 18 22 21 13 8 9 15 12 5 2 24 16
8,554,4920,1 11 20 4 7 23 2 14 6 17 19 3 18 22 21 13 8 9 15 12 5 10 24 16
9,570,4910,1 11 20 4 7 23 2 14 6 17 19 3 18 22 15 13 8 9 21 12 5 10 24 16
10,576,4900,1 11 20 4 7 23 2 14 24 17 19 3 18 22 15 13 8 9 21 12 5 10 6 16
11,572,4890,2 11 20 4 7 23 1 14 24 17 19 3 18 22 15 13 8 9 21 12 5 10 6 16
12,584,4880,2 11 20 4 7 23 1 14 24 17 19 3 18 22 15 8 13 9 21 12 5 10 6 16
13,586,4870,2 11 20 4 7 23 1 14 24 17 19 3 18 12 15 8 13 9 21 22 5 10 6 16
14,584,4860,2 11 20 4 7 23 1 14 24 17 19 3 18 12 15 8 13 6 21 22 5 10 9 16
15,584,4850,2 11 20 4 7 23 1 14 24 17 19 3 18 12 15 8 13 6 21 22 5 10 9 16
16,552,4840,2 11 20 4 7 23 1 14 24 17 19 3 18 16 15 8 13 6 21 22 5 10 9 12
17,536,4830,2 23 20 4 7 11 1 14 24 17 19 3 18 16 15 8 13 6 21 22 5 10 9 12
18,548,4820,2 23 20 4 7 19 1 14 24 17 11 3 18 16 15 8 13 6 21 22 5 10 9 12
19,562,4810,2 23 20 4 7 19 1 14 24 17 11 3 18 16 15 8 13 6 12 22 5 10 9 21
